Sample in Buffer,Sample in Window,TRIGGER,cnn_core/start_i,cnn_core/conv_weight_ch1[199:0],cnn_core/conv_weight_ch2[199:0],cnn_core/conv_weight_ch3[199:0],cnn_core/FC_Weight_1[79:0],cnn_core/FC_Weight[79:0],cnn_core/FC_Bias[79:0],cnn_core/PE_data_in[71:0],cnn_core/Image_6rows[71:0],cnn_core/BUF1_out1[71:0],cnn_core/BUF1_out2[71:0],cnn_core/BUF1_out3[71:0],cnn_core/conv_weight_ch1_packed[39:0],cnn_core/conv_weight_ch2_packed[39:0],cnn_core/conv_weight_ch3_packed[39:0],cnn_core/bias_in[23:0],cnn_core/conv_out1[23:0],cnn_core/conv_out2[23:0],cnn_core/conv_out3[23:0],cnn_core/FIFO_out1[23:0],cnn_core/FIFO_out2[23:0],cnn_core/FIFO_out3[23:0],cnn_core/MAX_out1[11:0],cnn_core/MAX_out2[11:0],cnn_core/MAX_out3[11:0],cnn_core/BUF2_out1[11:0],cnn_core/BUF2_out2[11:0],cnn_core/BUF2_out3[11:0],cnn_core/FC_data[11:0],cnn_core/PE_addr[4:0],cnn_core/Weight_addr[4:0],cnn_core/Conv_Layer[2:0],cnn_core/Layer_change,cnn_core/Weight_packed_en,cnn_core/FIFO_valid,cnn_core/BUF1_rd_en,cnn_core/BUF1_wr_en_1,cnn_core/BUF2_rd_en,cnn_core/BUF2_wr_en,cnn_core/PE_clear,cnn_core/PE_en,cnn_core/PE_valid_i,cnn_core/PE_valid_o,cnn_core/conv_done,cnn_core/FC_done,cnn_core/done,cnn_core/Bias_Sel,cnn_core/acc_wr_en,cnn_core/acc_rd_en,cnn_core/Slide_wr_en,cnn_core/Slide_rd_en,cnn_core/Slide_trigger,cnn_core/Slide_clear,cnn_core/BUF1_wr_en
917,917,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,918,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,919,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,920,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,921,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,922,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,923,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,924,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,925,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,926,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,927,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,928,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,929,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,930,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,931,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,932,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,933,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,934,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,935,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,936,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,937,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,938,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,939,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,940,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,941,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,942,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,943,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,944,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,945,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,946,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,947,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,948,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,949,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,950,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,951,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,952,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,953,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,954,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,955,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,956,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,957,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,958,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,959,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,960,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,961,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,962,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,963,0,0,f9ee0de9fc0000000000fc0608ffe91101ec05ec0000000000,00f1295c4f0000000000e005236021fd1a355a060000000000,1d08e8e8e80000000000161cf90afc181d3a4d3a0000000000,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f9ee0de9fc,00f1295c4f,1d08e8e8e8,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,015,000,000,000,00,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
